AR,PR,MA,ML,AR,EC,CA,ED,EX,R,Class
36601,692.969,247.3622283,188.5905933,1.311636089,0.647098284,36924,215.8745946,0.787219856,0.957800813,0
36606,700.229,246.8871858,188.8914566,1.30703204,0.643920762,36991,215.8893392,0.780012785,0.93817089,0
36609,688.123,224.3725593,207.9820031,1.078807569,0.375186433,36943,215.8981855,0.764088329,0.971550953,0
36613,697.658,233.0502036,200.3535672,1.163194681,0.510797067,36993,215.90998,0.757030022,0.945279027,0
36620,688.188,236.195854,197.7146381,1.19463008,0.547081714,36899,215.9306188,0.788697207,0.971659303,0
36629,686.542,231.346432,201.7064969,1.146945862,0.489718272,36913,215.9571515,0.78407826,0.976563987,0
36648,728.404,244.7217496,191.1254361,1.280424807,0.624542523,37297,216.0131543,0.76033195,0.867991553,0
36655,697.963,241.0228469,193.9536431,1.242682752,0.59366727,37023,216.0337833,0.778799983,0.945536474,0
36661,689.743,229.3600251,203.7763392,1.125547872,0.458961391,36979,216.0514637,0.785200257,0.968366078,0
36663,698.145,234.7081444,199.0931156,1.17888629,0.529582828,37092,216.0573568,0.772259084,0.94524981,0
36677,690.331,239.3814703,195.210938,1.226270786,0.57878445,36981,216.0986043,0.777664695,0.967139045,0
36677,687.082,236.0777173,198.1316669,1.191519362,0.543723239,36958,216.0986043,0.777664695,0.976307278,0
36701,719.886,234.4158739,200.836907,1.1671952,0.515724098,37415,216.169296,0.760201334,0.889939137,0
36705,698.444,247.0046761,189.4631855,1.303708029,0.641595803,37077,216.1810757,0.771761985,0.945522593,0
36707,697.665,244.3788346,191.5007484,1.276124698,0.621237321,37074,216.1869653,0.786202317,0.947686914,0
36711,701.528,244.5579162,191.2965493,1.27842304,0.623010231,37042,216.198744,0.755152837,0.937380812,0
36730,692.349,235.9680653,198.4962669,1.188778353,0.540724566,37038,216.2546843,0.766677799,0.962898819,0
36733,696.714,235.2084005,199.1109758,1.181292993,0.53234096,37081,216.2635156,0.770536164,0.950948916,0
36736,695.806,248.185597,188.7028618,1.315219041,0.649537421,37023,216.2723466,0.750786838,0.953510306,0
36738,690.192,237.9328529,197.0584232,1.2074229,0.560417534,37032,216.2782338,0.746661789,0.969137797,0
36740,708.732,239.5114144,195.9298588,1.222434477,0.575161681,37128,216.2841207,0.753548281,0.919146911,0
36741,692.928,238.615411,196.4650044,1.214544095,0.567527829,37052,216.2870641,0.752642576,0.961578214,0
36746,701.775,243.9710923,191.984946,1.27078241,0.617059141,37125,216.3017806,0.759230563,0.937614142,0
36768,699.477,244.34699,191.6975467,1.274648498,0.62009085,37178,216.3665214,0.781732364,0.944350019,0
36775,691.274,244.7388893,191.479912,1.278143941,0.622795716,37039,216.3871167,0.755179991,0.967079328,0
36778,686.751,231.3984561,202.7852691,1.141100915,0.481680904,37050,216.3959426,0.754265792,0.979939743,0
36789,687.353,237.4887947,197.3692843,1.203271297,0.556171154,37058,216.4283013,0.787941743,0.978516565,0
36791,699.632,245.2819356,191.5205321,1.280708303,0.624758647,37159,216.4341842,0.791340446,0.944522104,0
36805,699.998,236.5744453,198.473853,1.191967817,0.544210316,37153,216.4753599,0.777099785,0.943893701,0
36806,692.839,243.312911,192.8988275,1.26134987,0.609479999,37082,216.4783007,0.756624525,0.963526877,0
36813,691.769,243.007473,193.3256032,1.256985463,0.605882494,37100,216.4988854,0.778303981,0.966693687,0
36824,689.547,236.3614158,198.577267,1.190274291,0.54236575,37125,216.5312287,0.767198633,0.973224603,0
36831,692.49,240.3522783,195.326873,1.230513111,0.582725416,37129,216.5518083,0.782256866,0.965153438,0
36839,693.645,239.6661238,195.8726639,1.223581275,0.576250607,37173,216.5753254,0.793772894,0.962150869,0
36841,689.544,238.3884884,197.0827402,1.209585822,0.562599964,37129,216.5812043,0.797165422,0.97368237,0
36847,691.017,235.6207493,199.3110295,1.182176169,0.533345317,37168,216.59884,0.765095515,0.969693612,0
36851,699.211,240.5371522,195.5365482,1.230139094,0.582380673,37198,216.6105964,0.768930621,0.947202068,0
36856,693.273,239.9274571,195.7341719,1.225782165,0.578326174,37126,216.6252909,0.790816436,0.963628176,0
36860,704.322,238.888659,196.7100157,1.214420415,0.567406158,37289,216.6370458,0.780370072,0.933732954,0
36863,690.538,236.7542211,198.3587987,1.193565512,0.545937634,37161,216.6458616,0.768459454,0.971461011,0
36864,698.915,248.7781157,188.8261383,1.317498297,0.651073996,37195,216.6488001,0.74662778,0.948338973,0
36870,692.977,245.2284633,191.528799,1.280373837,0.624503643,37138,216.6664303,0.755145929,0.964817918,0
36872,692.414,237.2061033,198.1927712,1.196845384,0.549445112,37183,216.6723067,0.784510638,0.966439959,0
36880,694.705,239.5827578,196.2747237,1.220650083,0.573457092,37219,216.6958108,0.776094276,0.960284518,0
36883,696.855,237.6866158,197.7173758,1.202153401,0.555014617,37217,216.7046242,0.779668541,0.954445779,0
36888,697.864,249.4449261,188.6030203,1.322592426,0.654466701,37205,216.7193123,0.77758806,0.951816836,0
36892,697.906,243.8606864,192.9020853,1.264168223,0.611772236,37200,216.7310621,0.765330678,0.951805478,0
36898,695.299,239.8594176,196.3685649,1.221475636,0.57424728,37250,216.7486856,0.775803705,0.959112345,0
36906,702.412,246.3682022,190.9485904,1.290233155,0.631895354,37298,216.7721814,0.779232296,0.939989487,0
36911,690.768,229.5186145,204.9146295,1.120069441,0.450449738,37249,216.786865,0.777090044,0.972078313,0
36917,700.833,236.925477,198.7767875,1.191917225,0.544155416,37353,216.804484,0.771708683,0.944511346,0
36919,706.713,248.8840072,189.0083083,1.316788714,0.65059687,37346,216.8103567,0.770462039,0.928909988,0
36934,697.608,244.0535919,192.9037677,1.265157207,0.612570951,37227,216.8543966,0.77540309,0.953703341,0
36939,695.361,241.6436104,195.2970133,1.237313394,0.588904432,37283,216.8690747,0.730337301,0.960006867,0
36952,696.83,242.2198163,194.4135448,1.245899902,0.596473597,37282,216.9072328,0.786296415,0.956299952,0
36955,708.623,241.9002397,194.678805,1.242560738,0.593560146,37410,216.9160376,0.774656745,0.924810138,0
36955,697.491,235.6445936,199.8536132,1.179085981,0.529812869,37319,216.9160376,0.768774704,0.954565765,0
36957,696.21,245.4100255,191.9958468,1.278204865,0.622842561,37260,216.9219073,0.76795362,0.958133577,0
36968,693.68,246.9912937,190.7746497,1.294675651,0.635143414,37213,216.9541875,0.777782453,0.965422626,0
36975,694.805,241.367873,195.1891714,1.236584342,0.588249946,37252,216.974727,0.777422678,0.962481026,0
36975,692.588,239.6615036,196.5264131,1.219487497,0.572339727,37239,216.974727,0.757436087,0.968652763,0
36976,692.719,242.8508454,194.0600216,1.251421305,0.601209562,37264,216.9776611,0.799377378,0.968312622,0
36980,697.756,227.469026,207.200229,1.097822271,0.412639862,37374,216.9893969,0.792881647,0.954486107,0
36982,708.896,244.4526398,192.9153156,1.267149988,0.614171532,37558,216.9952646,0.760023839,0.924773139,0
36986,693.771,232.7137695,202.5916367,1.148683989,0.492059713,37350,217.0069994,0.771747522,0.965639328,0
36988,697.873,242.5012245,194.4981765,1.246804618,0.59725651,37312,217.0128666,0.762167731,0.954372508,0
36993,697.963,234.3538109,201.1927243,1.164822494,0.512813722,37364,217.0275339,0.77739251,0.954255376,0
36995,694.774,245.2067081,192.3369273,1.274881072,0.620271881,37328,217.0334006,0.741234222,0.963087575,0
37004,696.689,246.4741093,191.4056363,1.287705598,0.630024792,37330,217.0597985,0.790768244,0.958033354,0
37008,691.802,242.2470916,194.6144489,1.244753887,0.595477935,37288,217.0715299,0.79334591,0.971721592,0
37027,698.113,245.1813265,192.4378701,1.274080442,0.619648047,37328,217.1272452,0.78626943,0.95472202,0
37031,700.842,245.1397042,192.4627248,1.273699645,0.619350705,37423,217.138973,0.764503076,0.947403672,0
37039,690.695,236.0162492,200.0525001,1.179771555,0.530600992,37324,217.1624265,0.772853417,0.97565549,0
37043,710.832,246.1208289,191.8970266,1.282567183,0.626170383,37450,217.1741524,0.762892331,0.921259702,0
37047,710.523,249.1860379,189.4711605,1.315166051,0.649501559,37442,217.1858776,0.797807735,0.922160738,0
37049,692.49,235.9526183,200.1860404,1.178666693,0.529329606,37347,217.1917399,0.783807227,0.970866111,0
37053,735.079,243.1193396,194.3774425,1.250759021,0.60064676,37533,217.2034642,0.754858819,0.861718087,0
37068,704.024,245.3649806,192.5270994,1.274443865,0.619931442,37452,217.2474245,0.80952173,0.939797076,0
37074,720.184,235.5307465,200.7524847,1.173239508,0.522986632,37612,217.2650061,0.75484068,0.898239962,0
37075,699.179,233.450954,202.3679044,1.153596736,0.498561992,37441,217.2679362,0.792200855,0.953046898,0
37083,704.984,237.1603388,199.6918027,1.187631818,0.539459114,37498,217.2913759,0.767541499,0.937618578,0
37090,693.447,242.4224979,194.9527248,1.243493766,0.594378025,37376,217.3118835,0.789232897,0.969259687,0
37092,706.388,238.3472402,198.4091776,1.201291408,0.554118968,37492,217.3177425,0.793785311,0.934121761,0
37094,691.978,240.5905134,196.4977874,1.22439299,0.577018274,37364,217.3236013,0.759873812,0.973484312,0
37109,694.497,239.8597557,197.2022904,1.216313235,0.56926133,37419,217.3675373,0.787475596,0.966826103,0
37109,694.219,249.2224252,189.7102258,1.313700535,0.648507236,37369,217.3675373,0.769002818,0.967600589,0
37114,702.71,238.4466035,198.3914395,1.201899659,0.554751318,37525,217.3821806,0.762532873,0.944485641,0
37117,699.991,249.5144267,189.7779774,1.314770186,0.649233451,37429,217.3909662,0.750050519,0.951914229,0
37135,696.823,242.7890097,195.1305704,1.244238712,0.595028909,37424,217.443672,0.750611445,0.961055212,0
37138,707.772,252.2560643,187.5939608,1.344691818,0.668552642,37506,217.4524551,0.750353578,0.931626043,0
37152,694.797,246.690685,192.2165854,1.283399581,0.626799537,37406,217.493438,0.776848444,0.96711071,0
37164,710.014,251.9249487,188.1740507,1.338786872,0.664885964,37548,217.5285601,0.744859101,0.926399882,0
37165,692.541,236.9842652,199.9171912,1.185412139,0.536990234,37477,217.5314866,0.750307876,0.973762446,0
37170,693.745,232.9753925,203.2589797,1.146199754,0.48870646,37485,217.546119,0.79265562,0.970515985,0
37177,692.052,235.0857319,201.572877,1.166256767,0.5145771,37506,217.5666026,0.780422781,0.9754539,0
37179,704.496,240.3835869,197.1792451,1.219112015,0.571977701,37555,217.5724547,0.771668742,0.941348652,0
37187,706.995,246.0929557,192.8446857,1.276119976,0.621233664,37563,217.5958615,0.742611231,0.934906809,0
37189,700.253,243.3434012,194.9100617,1.248490709,0.598708345,37534,217.6017128,0.784826422,0.953047197,0
37190,738.964,243.8296133,194.384226,1.25436934,0.603697651,37707,217.6046384,0.785659963,0.855833889,0
37191,698.872,234.8888511,201.7636663,1.164178147,0.512017418,37541,217.607564,0.787361067,0.956868897,0
37196,700.485,233.0992014,203.3456973,1.146319811,0.488869547,37561,217.6221912,0.774142524,0.952595276,0
37211,701.519,244.6968592,194.1285942,1.260488493,0.608774618,37559,217.6660669,0.792600324,0.950172221,0
37212,698.087,241.8861037,196.0563656,1.23375797,0.585694708,37535,217.6689917,0.776738749,0.959563622,0
37220,697.179,246.030186,192.8818788,1.275548473,0.620790529,37513,217.6923881,0.762454933,0.962271534,0
37225,713.798,252.8133685,188.5272921,1.340990822,0.666262538,37629,217.7070097,0.792898526,0.918108307,0
37227,698.145,241.3239585,196.7439616,1.226588895,0.579082314,37555,217.712858,0.782721137,0.959790925,0
37240,695.977,244.7527839,194.0844937,1.261063051,0.609245374,37527,217.7508683,0.789953757,0.966117082,0
37248,705.116,232.2710332,204.4789927,1.13591636,0.474331137,37661,217.774256,0.781371932,0.941437912,0
37248,703.557,249.1520443,190.7067662,1.306466725,0.643527199,37633,217.774256,0.735981031,0.945614767,0
37256,693.806,245.9339799,193.0760709,1.273767271,0.61940354,37502,217.7976411,0.775068653,0.972590418,0
37264,693.036,239.7435958,198.1640344,1.209823955,0.562839014,37541,217.8210238,0.783499085,0.974962127,0
37265,700.187,232.9372916,204.1582816,1.140964206,0.481489818,37602,217.8239464,0.778950669,0.955174904,0
37268,714.729,250.0604704,189.9228983,1.31664203,0.650498099,37667,217.8327141,0.751249798,0.916775805,0
37301,711.888,229.3815744,207.1091018,1.107539806,0.42984628,37731,217.9291359,0.781991614,0.924926014,0
37301,699.032,251.5874622,189.0989626,1.330453953,0.659592776,37579,217.9291359,0.737742529,0.959259756,0
37308,698.873,240.097665,198.4496453,1.20986694,0.562882138,37607,217.9495835,0.799537097,0.959876385,0
37311,694.501,240.8765914,197.6153409,1.218916458,0.571788927,37590,217.9583461,0.748015237,0.972077749,0
37315,701.999,238.0546589,199.8358502,1.191251013,0.543431306,37735,217.9700292,0.775392735,0.951525262,0
37322,695.359,240.9624354,197.3288105,1.221121411,0.573908559,37630,217.9904729,0.772712215,0.969966226,0
37348,702.527,242.7609094,196.6162257,1.234694179,0.586544285,37715,218.0663902,0.815013639,0.950935749,0
37348,701.625,239.7906149,198.515935,1.207916206,0.560917069,37690,218.0663902,0.785942761,0.953382342,0
37350,699.848,238.1729909,199.9543307,1.191136946,0.543307108,37637,218.0722289,0.786282683,0.958281311,0
37352,703.246,241.941291,196.9313108,1.228556749,0.580916419,37811,218.0780674,0.802750913,0.949093903,0
37353,701.883,237.3226512,200.8958975,1.181321541,0.53237349,37752,218.0809866,0.776440509,0.952809118,0
37362,721.309,234.3934654,203.5114997,1.151745556,0.496131615,37914,218.1072577,0.7615728,0.902396242,0
37362,714.562,263.8858174,180.4129872,1.462676393,0.729783588,37693,218.1072577,0.739841584,0.919517812,0
37365,700.139,247.5682939,192.3189911,1.287279496,0.629707813,37673,218.1160141,0.754848485,0.957869425,0
37365,702.379,247.3540221,192.7094909,1.283559108,0.626919901,37705,218.1160141,0.784517511,0.951769567,0
37366,700.27,238.9641177,199.2270846,1.199455978,0.552200573,37744,218.1189328,0.762073748,0.957536706,0
37388,707.703,232.9705016,204.6242163,1.138528498,0.478060848,37784,218.1831343,0.806993309,0.93808032,0
37393,699.759,237.2305761,200.9293747,1.180666473,0.531625954,37751,218.1977229,0.763870731,0.959628611,0
37393,696.723,244.0433475,195.2365176,1.249988222,0.599989949,37667,218.1977229,0.782280335,0.968010077,0
37394,704.489,240.0719714,198.6176511,1.208714181,0.56172289,37814,218.2006405,0.758745232,0.946811131,0
37410,697.345,241.4948759,197.4339125,1.223168162,0.575858932,37739,218.247317,0.753019324,0.966723308,0
37420,704.994,238.9729806,199.7897404,1.196122384,0.548676341,37757,218.2764847,0.755898513,0.946112555,0
37424,695.317,238.5826817,199.8395309,1.193871306,0.546266826,37686,218.2881507,0.781343299,0.97273462,0
37429,710.889,252.6125794,188.783812,1.338105088,0.664458168,37813,218.3027323,0.770841914,0.930710256,0
37430,699.619,245.261315,194.8503787,1.258716132,0.607316084,37742,218.3056485,0.736898059,0.960962633,0
37438,698.989,238.7938728,199.7549906,1.195433826,0.547941889,37738,218.3289767,0.776222761,0.962901407,0
37438,711.096,248.509143,192.0870765,1.293731715,0.634457456,37803,218.3289767,0.791835871,0.93039214,0
37445,703.374,241.2379712,197.8564002,1.219257861,0.572118387,37798,218.3493869,0.750460959,0.951110722,0
37446,698.296,241.4330542,197.6945307,1.221242962,0.574024846,37754,218.3523025,0.749729708,0.96501972,0
37453,706.241,236.5225703,201.9797095,1.17102144,0.520346322,37925,218.3727104,0.754112554,0.943605844,0
37454,698.809,245.9677421,193.9975663,1.267890865,0.614763614,37765,218.3756257,0.753162139,0.963809252,0
37459,699.387,244.5904793,195.1576945,1.253296622,0.602795515,37773,218.3902015,0.754005636,0.962345306,0
37475,713.238,241.1956261,198.3011325,1.216309877,0.569258053,37837,218.4368374,0.777489627,0.925726207,0
37479,703.264,229.0163681,208.466788,1.098574839,0.414014566,37879,218.4484948,0.78146372,0.952272156,0
37482,705.803,244.497488,195.3803884,1.251392169,0.601184833,37878,218.4572375,0.777634855,0.945508898,0
37482,693.294,239.2847356,199.5904668,1.198878581,0.551593868,37731,218.4572375,0.761519707,0.979936055,0
37483,699.808,244.4693942,195.4526463,1.250785798,0.600669542,37793,218.4601516,0.774762298,0.961803606,0
37492,701.925,242.9843493,196.9110602,1.233980199,0.585896659,37814,218.4863772,0.771440329,0.956240318,0
37492,701.454,246.6305158,193.8404208,1.27233791,0.618284045,37828,218.4863772,0.751402918,0.957524908,0
37493,695.177,242.8672064,196.6838318,1.234810224,0.586649371,37758,218.4892909,0.78177193,0.974920642,0
37506,700.778,247.5799407,193.2182459,1.281348662,0.625246025,37812,218.5271662,0.742972604,0.959731379,0
37512,712.467,250.5396277,190.9180435,1.312288892,0.647544862,37891,218.5446449,0.790991903,0.928646822,0
37512,704.306,243.2472557,196.6784547,1.236776322,0.588422473,37910,218.5446449,0.775730504,0.950292513,0
37513,706.094,232.9818929,205.4078221,1.134240608,0.471909209,37951,218.5475578,0.754151421,0.945511072,0
37516,708.078,244.5970352,195.6331116,1.250284439,0.60024259,37869,218.5562965,0.779019062,0.940295135,0
37533,703.354,237.3881463,201.4126248,1.17861602,0.529271137,37918,218.6058092,0.774067811,0.953400158,0
37539,701.891,239.5729012,199.7187845,1.199551168,0.552300446,37844,218.6232816,0.785055524,0.957531822,0
37540,711.089,235.930872,202.9740175,1.162369819,0.509768874,38001,218.6261936,0.766748366,0.932945365,0
37548,703.892,246.0599293,194.4318532,1.265533014,0.612873695,37881,218.6494876,0.782739212,0.952323748,0
37553,702.511,241.5599608,198.0492209,1.219696598,0.572541091,37880,218.6640451,0.778203747,0.956198908,0
37557,697.113,244.9331917,195.328494,1.253955256,0.603349848,37810,218.6756904,0.765095339,0.971168069,0
37564,736.706,236.4602056,202.526017,1.167554712,0.516162105,38184,218.6960682,0.76629947,0.869747686,0
37574,712.47,253.4993159,188.9044447,1.341944686,0.666855337,38001,218.7251761,0.748113489,0.93017386,0
37577,704.505,246.6819275,194.2830571,1.269703757,0.616205658,37883,218.7339077,0.75543806,0.951401451,0
37580,703.04,243.4936116,196.7097492,1.237831946,0.589368801,37934,218.7426389,0.798894558,0.95544693,0
37580,698.245,242.6865801,197.398589,1.229424087,0.581720184,37888,218.7426389,0.786324071,0.968614511,0
37606,700.716,229.643827,209.019182,1.098673456,0.414194161,37942,218.8182952,0.785733687,0.96246055,0
37606,696.136,238.3559836,201.098675,1.185268792,0.536829925,37883,218.8182952,0.780612351,0.975166602,0
37631,744.128,248.899729,192.992721,1.289684542,0.631490749,38388,218.891017,0.750353931,0.854004837,0
37637,703.354,250.5441029,191.5283756,1.308130465,0.644683323,37959,218.9084666,0.786332108,0.95604193,0
37642,699.339,240.4396377,199.7670381,1.203600154,0.556510308,37928,218.9230069,0.746894718,0.967179445,0
37644,695.582,238.9158223,200.7943345,1.189853404,0.541905124,37973,218.9288227,0.779153041,0.977707527,0
37646,703.337,249.2379262,192.5507286,1.294401366,0.634944322,37941,218.9346384,0.803577527,0.956316772,0
37652,693.787,231.7787323,206.9460336,1.119996012,0.450333704,37917,218.9520846,0.783274392,0.982982075,0
37657,704.416,252.0951069,190.5731441,1.322825985,0.654620894,37993,218.966622,0.747459309,0.953667886,0
37663,712.345,233.5697952,205.8281601,1.134780562,0.472692121,38084,218.9840656,0.753998919,0.932704375,0
37669,698.99,243.2854619,197.6686076,1.2307744,0.582965947,37937,219.0015078,0.754950297,0.968839931,0
37679,707.574,242.4523172,198.1308566,1.223697921,0.57636108,38045,219.030575,0.778491736,0.945726372,0
37681,703.836,248.2210556,193.6317498,1.28192332,0.625682454,38044,219.036388,0.75443479,0.95584909,0
37682,715.569,246.5710052,194.7807585,1.265889953,0.61316085,38157,219.0392945,0.774409667,0.924784993,0
37688,710.5,238.5816472,201.47174,1.184194107,0.535624687,38083,219.0567323,0.777649389,0.938177019,0
37690,702.993,247.2788263,194.4102346,1.271943459,0.617974083,37977,219.0625446,0.77936311,0.958371743,0
37693,709.359,252.2616301,190.4736717,1.324391072,0.655651111,38032,219.0712627,0.775002056,0.941322419,0
37693,701.429,246.6742856,194.8832128,1.265754407,0.613051849,37995,219.0712627,0.769967725,0.962726959,0
37706,717.777,250.6271347,191.9684373,1.305564281,0.642897372,38097,219.1090374,0.767317867,0.919689549,0
37720,706.226,238.2536324,201.9647666,1.179679191,0.530494959,38103,219.1497105,0.755427381,0.950373118,0
37722,699.287,237.2051864,202.8017111,1.169640952,0.51868862,38031,219.1555204,0.798602731,0.96937913,0
37733,715.114,251.9515971,190.7969684,1.320522015,0.65309466,38142,219.1874717,0.778610045,0.927215406,0
37735,722.21,251.7711979,191.2624919,1.316364727,0.650311244,38145,219.1932805,0.791256029,0.909132584,0
37761,698.336,236.5589109,203.4651127,1.162650971,0.51011981,38115,219.2687813,0.781493822,0.973026098,0
37765,704.943,237.2047302,202.9953077,1.168523218,0.517338219,38130,219.2803945,0.783912818,0.954973561,0
37771,712.802,242.6482986,198.5437169,1.222140405,0.574881622,38155,219.2978131,0.748592833,0.93417992,0
37776,700.671,246.1757026,196.0336313,1.255783005,0.604880942,38029,219.3123276,0.735514019,0.966935595,0
37777,716.007,250.1746618,192.7040335,1.298232618,0.637708265,38174,219.3152304,0.770518887,0.925982531,0
37784,702.271,242.22684,198.8715078,1.218006755,0.570908765,38106,219.3355488,0.801799508,0.962738472,0
37791,713.544,245.0519162,196.5277781,1.246907275,0.597345174,38169,219.3558653,0.764010189,0.932731687,0
37810,713.014,243.7454539,197.7501503,1.232593015,0.584633117,38222,219.4110006,0.78152129,0.934588487,0
37810,712.632,241.1020938,200.0346228,1.205301815,0.558257544,38253,219.4110006,0.797679325,0.935590711,0
37822,699.758,235.2317816,204.8814704,1.14813595,0.491323796,38130,219.4458158,0.785928019,0.97064095,0
37826,704.225,242.586215,198.8657396,1.219849208,0.572687945,38170,219.4574196,0.764532298,0.958467531,0
37833,703.902,242.0160036,199.2346794,1.214728301,0.567708925,38173,219.4777248,0.760921158,0.959524893,0
37838,702.47,242.0141714,199.3740179,1.213870162,0.566864078,38142,219.4922274,0.777887422,0.963568232,0
37844,703.919,245.7749899,196.1905182,1.252736331,0.602322861,38174,219.5096292,0.767689062,0.959757517,0
37848,697.327,240.9621294,200.1462736,1.203930131,0.556850132,38105,219.5212297,0.795778053,0.978092293,0
37849,713.618,251.8815424,191.6705939,1.314137643,0.648804313,38243,219.5241297,0.775530694,0.933969473,0
37856,708.716,248.4303303,194.3603238,1.278194672,0.622834724,38232,219.5444288,0.744639836,0.947109324,0
37861,712.99,253.5201789,190.3512936,1.331854248,0.660492197,38226,219.5589269,0.747871605,0.935912111,0
37865,707.053,243.0580212,198.4945625,1.224507201,0.577126083,38220,219.5705248,0.779821237,0.951796025,0
37884,699.809,249.3710146,193.5915024,1.288129962,0.630340008,38145,219.6256062,0.755398696,0.972090379,0
37884,703.214,246.5148776,195.9839049,1.257832258,0.606585095,38173,219.6256062,0.799493511,0.962699343,0
37889,707.045,240.1544314,201.1793008,1.193733304,0.546118321,38247,219.640099,0.784142884,0.952420855,0
37891,713.155,227.0114265,212.784271,1.066861876,0.348447064,38377,219.6458959,0.783665281,0.936220331,0
37904,710.507,231.7332227,208.670686,1.11052121,0.434901413,38307,219.6835718,0.809395687,0.943535371,0
37906,699.816,242.1258116,199.7093024,1.212391254,0.565400888,38203,219.6893675,0.794908359,0.972635434,0
37916,732.54,259.5328974,186.6859006,1.390211562,0.694684073,38307,219.7183437,0.784912847,0.887911519,0
37918,701.991,234.7831509,205.8916005,1.140324085,0.480593155,38269,219.7241385,0.779484017,0.966923684,0
37919,701.737,243.3535229,198.7999406,1.224112654,0.576753438,38208,219.7270359,0.75343745,0.967649302,0
37927,697.748,233.2598714,207.1627477,1.125974018,0.459611724,38208,219.7502132,0.791845001,0.978951452,0
37928,703.265,241.1531535,200.6843613,1.20165394,0.554496067,38236,219.7531102,0.754185723,0.963677675,0
37937,700.065,242.4195105,199.4911412,1.215189351,0.568161577,38213,219.7791815,0.782044939,0.972738528,0
37951,699.222,240.5254647,201.1487946,1.195758916,0.548288928,38269,219.8197306,0.775729207,0.975445298,0
37957,713.931,255.1594978,189.9623637,1.343210796,0.667639428,38297,219.8371065,0.786429089,0.935813409,0
37968,709.268,252.1497999,191.899925,1.313965078,0.648687082,38292,219.8689588,0.785306528,0.948433428,0
37969,699.361,239.4126401,202.3015447,1.183444449,0.534780403,38269,219.8718542,0.79331815,0.975520057,0
37970,703.416,246.4983607,196.4891967,1.254513555,0.603818654,38241,219.8747496,0.750039507,0.964330662,0
37987,701.371,244.4664752,198.0109659,1.234610791,0.586468741,38307,219.9239655,0.775878268,0.970396566,0
37995,703.86,252.8031217,191.7595894,1.318333662,0.651634264,38262,219.9471221,0.783402062,0.963748561,0
37996,723.824,247.2044981,196.7645928,1.256346452,0.605350813,38627,219.9500165,0.767813119,0.911342838,0
37997,706.226,246.9038174,196.2197834,1.258302365,0.606974188,38305,219.9529108,0.776177636,0.957352263,0
37998,727.603,247.7575868,196.1055106,1.263389214,0.61114104,38651,219.9558052,0.753495013,0.901948292,0
38001,725.626,240.242188,201.8166779,1.19039809,0.542501069,38491,219.9644879,0.749260618,0.906941381,0
38008,715.481,255.362506,189.7001966,1.346137277,0.669439826,38388,219.9847463,0.760464186,0.933015096,0
38010,713.114,239.8470136,202.0040737,1.187337509,0.539133208,38445,219.9905341,0.752613654,0.939268609,0
38016,702.523,242.059273,200.2619577,1.208713207,0.561721907,38312,220.0078965,0.74893617,0.967955047,0
38017,707.111,246.2687768,196.8097212,1.251303926,0.601109918,38373,220.0107901,0.757808918,0.955460022,0
38019,716.827,246.136569,196.9849906,1.249519409,0.599589518,38422,220.0165772,0.760273562,0.929783518,0
38025,713.907,245.8047776,197.1753898,1.246630109,0.597105708,38428,220.0339376,0.789588438,0.937552953,0
38042,723.178,243.9204105,198.8758364,1.226495963,0.578995336,38508,220.0831178,0.783886256,0.914077026,0
38048,710.956,250.6992371,193.8429913,1.293310815,0.634150864,38384,220.100473,0.769065955,0.945924011,0
38058,702.407,243.776737,198.9990877,1.225014344,0.577604191,38365,220.1293951,0.743146138,0.96934453,0
38061,701.644,240.1872869,201.962884,1.189264493,0.541259132,38398,220.138071,0.784277766,0.971530473,0
38066,704.695,236.66274,205.1389633,1.153670352,0.498658155,38393,220.1525301,0.79569398,0.963262663,0
38067,707.292,247.8752109,195.7101964,1.26654214,0.613684557,38350,220.1554218,0.786833402,0.956227049,0
38084,715.166,249.1745716,194.8192543,1.279003826,0.623455934,38468,220.2045749,0.768581865,0.935704465,0
38090,805.266,234.8940708,207.5429714,1.131785235,0.468318247,39006,220.2219205,0.792386104,0.738145729,0
38091,716.472,247.0380998,196.9387892,1.254390264,0.603715212,38511,220.2248113,0.781273716,0.932467691,0
38093,737.757,233.4684923,207.9979309,1.12245584,0.454192353,38859,220.2305927,0.77011564,0.879484851,0
38094,725.104,250.1788379,194.2573049,1.287873514,0.630149576,38577,220.2334834,0.774331246,0.910470418,0
38095,707.285,249.072897,194.9295706,1.277758404,0.622499041,38413,220.2363741,0.776608974,0.956949338,0
38104,704.491,250.5443019,193.8348637,1.29256573,0.63360703,38377,220.2623881,0.764910168,0.964782759,0
38115,711.327,238.4789606,203.8050799,1.170132563,0.519280231,38531,220.2941789,0.787760417,0.946601527,0
38116,722.078,250.7483056,194.0435644,1.292226858,0.633359224,38556,220.2970687,0.756570067,0.918647623,0
38117,699.123,238.5940168,203.5957886,1.171900551,0.521396178,38406,220.2999585,0.767744924,0.979989441,0
38118,716.011,259.9242681,186.9186498,1.390574287,0.694878303,38468,220.3028483,0.73011799,0.934330618,0
38118,707.806,249.0978612,195.2053347,1.276081217,0.62120364,38477,220.3028483,0.758567164,0.956117991,0
38121,704.92,236.598131,205.3639906,1.152091612,0.496587741,38440,220.3115174,0.779889525,0.964038734,0
38122,710.41,246.905723,196.8346306,1.254381519,0.603707872,38481,220.314407,0.774837398,0.949221155,0
